"","PROBEID","SYMBOL","ENTREZID","GENENAME"
"390","1552800_at","ABHD11","83451","abhydrolase domain containing 11"
"391","1552801_at","CAPN13","92291","calpain 13"
"392","1552803_a_at","STMN1","3925","stathmin 1"
"393","1552804_a_at","TIRAP","114609","TIR domain containing adaptor protein"
"394","1552806_a_at","SIGLEC10","89790","sialic acid binding Ig like lectin 10"
"395","1552807_a_at","SIGLEC10","89790","sialic acid binding Ig like lectin 10"
"396","1552808_at","ADAMTSL1","92949","ADAMTS like 1"
"397","1552809_at","RFX4","5992","regulatory factor X4"
"398","1552811_at","WFIKKN1","117166","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"
"399","1552812_a_at","SENP1","29843","SUMO specific peptidase 1"
"400","1552813_at","KLF14","136259","KLF transcription factor 14"
"401","1552814_a_at","KLF14","136259","KLF transcription factor 14"
"402","1552816_at","NXNL2","158046","nucleoredoxin like 2"
"403","1552818_a_at","BRS3","680","bombesin receptor subtype 3"
"404","1552819_at","NA","NA","NA"
"405","1552822_at","TMX3","54495","thioredoxin related transmembrane protein 3"
"406","1552825_at","ZNF396","252884","zinc finger protein 396"
"407","1552826_at","SLC26A7","115111","solute carrier family 26 member 7"
"408","1552827_s_at","SLC26A7","115111","solute carrier family 26 member 7"
"409","1552828_at","SNX18","112574","sorting nexin 18"
"410","1552829_at","NA","NA","NA"
"411","1552830_at","FBXO39","162517","F-box protein 39"
"412","1552833_at","B3GNT6","192134","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6"
"413","1552834_at","B3GNT6","192134","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6"
"414","1552835_at","DENND1B","163486","DENN domain containing 1B"
"415","1552836_at","ZNF619","285267","zinc finger protein 619"
"416","1552837_at","CILK1","22858","ciliogenesis associated kinase 1"
"417","1552839_at","GARIN2","161142","golgi associated RAB2 interactor family member 2"
"418","1552841_s_at","BCL2L14","79370","BCL2 like 14"
"419","1552842_at","HS6ST3","266722","heparan sulfate 6-O-sulfotransferase 3"
"420","1552843_at","SLC26A1","10861","solute carrier family 26 member 1"
"421","1552845_at","CLDN15","24146","claudin 15"
"422","1552846_s_at","RAB42","115273","RAB42, member RAS oncogene family"
"423","1552848_a_at","PTCHD1","139411","patched domain containing 1"
"424","1552849_at","M1AP","130951","meiosis 1 associated protein"
"425","1552851_at","ZSCAN4","201516","zinc finger and SCAN domain containing 4"
"426","1552852_a_at","ZSCAN4","201516","zinc finger and SCAN domain containing 4"
"427","1552853_at","VWA5B1","127731","von Willebrand factor A domain containing 5B1"
"428","1552854_a_at","VWA5B1","127731","von Willebrand factor A domain containing 5B1"
"429","1552856_at","LINC00311","197196","long intergenic non-protein coding RNA 311"
"430","1552857_a_at","HTR6","3362","5-hydroxytryptamine receptor 6"
"431","1552858_at","MAGEB6","158809","MAGE family member B6"
"432","1552860_at","ELOA3P, ELOA3BP, ELOA3DP","162699, 728929, 100506888","elongin A3, pseudogene, elongin A3 family member B, pseudogene, elongin A3 family member D, pseudogene"
"433","1552862_at","RUSC1-AS1","284618","RUSC1 antisense RNA 1"
"434","1552863_a_at","CACNG6","59285","calcium voltage-gated channel auxiliary subunit gamma 6"
"435","1552865_a_at","LMNTD1","160492","lamin tail domain containing 1"
"436","1552867_at","NA","NA","NA"
"437","1552868_at","CIRBP-AS1","148046","CIRBP antisense RNA 1"
"438","1552870_s_at","AXDND1","126859","axonemal dynein light chain domain containing 1"
"439","1552872_at","ASMTL-AS1","80161","ASMTL antisense RNA 1"
"440","1552873_s_at","ASMTL-AS1","80161","ASMTL antisense RNA 1"
"441","1552875_a_at","CD200R1","131450","CD200 receptor 1"
"442","1552876_at","LINC00334","114042","long intergenic non-protein coding RNA 334"
"443","1552877_s_at","LINC00334","114042","long intergenic non-protein coding RNA 334"
"444","1552878_at","ATOH7","220202","atonal bHLH transcription factor 7"
"445","1552879_a_at","ATOH7","220202","atonal bHLH transcription factor 7"
"446","1552880_at","SEC16B","89866","SEC16 homolog B, endoplasmic reticulum export factor"
"447","1552882_a_at","AMER1","139285","APC membrane recruitment protein 1"
"448","1552884_at","NKX6-3","157848","NK6 homeobox 3"
"449","1552885_a_at","NKX6-3","157848","NK6 homeobox 3"
"450","1552887_at","TBATA","219793","thymus, brain and testes associated"
"451","1552889_a_at","EXOC3L2","90332","exocyst complex component 3 like 2"
"452","1552890_a_at","CABP4","57010","calcium binding protein 4"
"453","1552892_at","TNFRSF13C","115650","TNF receptor superfamily member 13C"
"454","1552893_at","CAMK2N2","94032","calcium/calmodulin dependent protein kinase II inhibitor 2"
"455","1552895_a_at","ANKRD30BP2","149992","ankyrin repeat domain 30B pseudogene 2"
"456","1552897_a_at","KCNG3","170850","potassium voltage-gated channel modifier subfamily G member 3"
"457","1552898_a_at","KCNG3","170850","potassium voltage-gated channel modifier subfamily G member 3"
"458","1552899_at","LINC01312","154089","long intergenic non-protein coding RNA 1312"
"459","1552900_a_at","LINC01312","154089","long intergenic non-protein coding RNA 1312"
"460","1552902_a_at","FOXP2","93986","forkhead box P2"
"461","1552903_at","B4GALNT2","124872","beta-1,4-N-acetyl-galactosaminyltransferase 2"
"462","1552904_at","NETO1","81832","neuropilin and tolloid like 1"
"463","1552906_at","FMR1NB","158521","FMR1 neighbor"
"464","1552908_at","GCSAML","148823","germinal center associated signaling and motility like"
"465","1552910_at","SIGLEC11","114132","sialic acid binding Ig like lectin 11"
"466","1552911_at","SIGLEC11","114132","sialic acid binding Ig like lectin 11"
"467","1552912_a_at","IL23R","149233","interleukin 23 receptor"
"468","1552913_at","MAGEB18","286514","MAGE family member B18"
"469","1552914_a_at","CD276","80381","CD276 molecule"
"470","1552915_at","IFNL2","282616","interferon lambda 2"
"471","1552917_at","IFNL1","282618","interferon lambda 1"
"472","1552919_at","C4orf36","132989","chromosome 4 open reading frame 36"
"473","1552921_a_at","FIGNL1","63979","fidgetin like 1"
"474","1552922_at","RIMS1","22999","regulating synaptic membrane exocytosis 1"
"475","1552923_a_at","PITPNM2","57605","phosphatidylinositol transfer protein membrane associated 2"
"476","1552924_a_at","PITPNM2","57605","phosphatidylinositol transfer protein membrane associated 2"
"477","1552925_at","PCDH10","57575","protocadherin 10"
"478","1552927_at","TAB3","257397","TGF-beta activated kinase 1 (MAP3K7) binding protein 3"
"479","1552928_s_at","TAB3","257397","TGF-beta activated kinase 1 (MAP3K7) binding protein 3"
"480","1552929_at","GRK7","131890","G protein-coupled receptor kinase 7"
"481","1552930_at","MMEL1","79258","membrane metalloendopeptidase like 1"
"482","1552931_a_at","PDE8A","5151","phosphodiesterase 8A"
"483","1552932_at","NLRP6","171389","NLR family pyrin domain containing 6"
"484","1552933_at","AKNAD1","254268","AKNA domain containing 1"
"485","1552935_at","RTL3","203430","retrotransposon Gag like 3"
"486","1552937_s_at","ATRIP","84126","ATR interacting protein"
"487","1552938_at","ZIC5","85416","Zic family member 5"
"488","1552939_at","ANGPT1","284","angiopoietin 1"
"489","1552940_at","TEDDM1","127670","transmembrane epididymal protein 1"
"490","1552942_at","TRIM67-AS1","149373","TRIM67 antisense RNA 1"
"491","1552943_at","GABRG1","2565","gamma-aminobutyric acid type A receptor subunit gamma1"
"492","1552944_a_at","PANX2","56666","pannexin 2"
"493","1552946_at","ZNF114","163071","zinc finger protein 114"
"494","1552947_x_at","ZNF114","163071","zinc finger protein 114"
"495","1552948_at","CCDC27","148870","coiled-coil domain containing 27"
"496","1552950_at","CFAP161","161502","cilia and flagella associated protein 161"
"497","1552952_at","RBMY2FP","159162","RNA binding motif protein Y-linked family 2 member F, pseudogene"
"498","1552953_a_at","NEUROD2","4761","neuronal differentiation 2"
"499","1552954_at","LINC02899","439936","long intergenic non-protein coding RNA 2899"
"500","1552955_at","LINC00208","83655","long intergenic non-protein coding RNA 208"
"501","1552957_at","DNAH6","1768","dynein axonemal heavy chain 6"
"502","1552960_at","LRRC15","131578","leucine rich repeat containing 15"
"503","1552961_at","NA","NA","NA"
"504","1552964_at","CFAP46","54777","cilia and flagella associated protein 46"
"505","1552965_a_at","B3GNT7","93010","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
"506","1552967_at","CBLL2","158506","Cbl proto-oncogene like 2"
"507","1552969_a_at","ZMYM6","9204","zinc finger MYM-type containing 6"
"508","1552970_s_at","ZMYM6","9204","zinc finger MYM-type containing 6"
"509","1552971_at","SGCZ","137868","sarcoglycan zeta"
"510","1552972_at","LINC02551","100507431","long intergenic non-protein coding RNA 2551"
"511","1552973_at","WNT9B","7484","Wnt family member 9B"
"512","1552974_at","NA","NA","NA"
"513","1552975_x_at","NA","NA","NA"
"514","1552976_at","DNAJB13","374407","DnaJ heat shock protein family (Hsp40) member B13"
"515","1552977_a_at","CNPY3","10695","canopy FGF signaling regulator 3"
"516","1552978_a_at","SCAMP1","9522","secretory carrier membrane protein 1"
"517","1552979_at","LINC00471","151477","long intergenic non-protein coding RNA 471"
"518","1552980_at","HAS3","3038","hyaluronan synthase 3"
"519","1552982_a_at","FGF4","2249","fibroblast growth factor 4"
"520","1552985_at","SLC30A8","169026","solute carrier family 30 member 8"
"521","1552986_at","NA","NA","NA"
"522","1552987_a_at","LOC439933","439933","uncharacterized LOC439933"
"523","1552988_at","C11orf65","160140","chromosome 11 open reading frame 65"
"524","1552990_at","GARIN5B","284418","golgi associated RAB2 interactor family member 5B"
"525","1552991_at","OR5P2","120065","olfactory receptor family 5 subfamily P member 2"
"526","1552993_at","DYDC1","143241","DPY30 domain containing 1"
"527","1552995_at","IL27","246778","interleukin 27"
"528","1552997_a_at","IQCF1","132141","IQ motif containing F1"
"529","1552998_at","DEFB125","245938","defensin beta 125"
"530","1552999_a_at","WFDC10B","280664","WAP four-disulfide core domain 10B"
"531","1553002_at","DEFB105A, DEFB105B","245908, 504180","defensin beta 105A, defensin beta 105B"
"532","1553003_at","PKHD1","5314","PKHD1 ciliary IPT domain containing fibrocystin/polyductin"
"533","1553004_at","PKD1L1","168507","polycystin 1 like 1, transient receptor potential channel interacting"
"534","1553006_at","ADGRG4","139378","adhesion G protein-coupled receptor G4"
"535","1553007_a_at","TENM1","10178","teneurin transmembrane protein 1"
"536","1553009_s_at","REXO1L1P","254958","REXO1 like 1, pseudogene"
"537","1553011_at","TAF1L, TAF1","138474, 6872","TATA-box binding protein associated factor 1 like, TATA-box binding protein associated factor 1"
"538","1553013_at","CNTNAP5","129684","contactin associated protein family member 5"
"539","1553015_a_at","RECQL4","9401","RecQ like helicase 4"
"540","1553016_at","ADGRF3","165082","adhesion G protein-coupled receptor F3"
"541","1553019_at","TMC2","117532","transmembrane channel like 2"
"542","1553020_at","SMCR5","140771","Smith-Magenis syndrome chromosome region, candidate 5"
"543","1553021_s_at","BICD2","23299","BICD cargo adaptor 2"
"544","1553022_at","ZIM3","114026","zinc finger imprinted 3"
"545","1553023_a_at","NOX5","79400","NADPH oxidase 5"
"546","1553024_at","DAOA-AS1","282706","DAOA antisense RNA 1"
"547","1553025_at","ADGRG6","57211","adhesion G protein-coupled receptor G6"
"548","1553027_a_at","KLHL4","56062","kelch like family member 4"
"549","1553028_at","GPR156","165829","G protein-coupled receptor 156"
"550","1553030_a_at","SUOX","6821","sulfite oxidase"
"551","1553031_at","ADGRF4","221393","adhesion G protein-coupled receptor F4"
"552","1553032_at","IL31RA","133396","interleukin 31 receptor A"
"553","1553033_at","SYTL5","94122","synaptotagmin like 5"
"554","1553034_at","SDCCAG8","10806","SHH signaling and ciliogenesis regulator SDCCAG8"
"555","1553036_at","ADGRF2","222611","adhesion G protein-coupled receptor F2"
"556","1553037_a_at","SYN2","6854","synapsin II"
"557","1553039_a_at","ASB10","136371","ankyrin repeat and SOCS box containing 10"
"558","1553041_at","HTR3C","170572","5-hydroxytryptamine receptor 3C"
"559","1553042_a_at","NFKBID","84807","NFKB inhibitor delta"
"560","1553043_a_at","CD300LF","146722","CD300 molecule like family member f"
"561","1553044_at","GJA10","84694","gap junction protein alpha 10"
"562","1553045_at","WNT9A","7483","Wnt family member 9A"
"563","1553046_s_at","GAL3ST2","64090","galactose-3-O-sulfotransferase 2"
"564","1553047_at","PIP4K2B","8396","phosphatidylinositol-5-phosphate 4-kinase type 2 beta"
"565","1553048_a_at","PIP4K2B","8396","phosphatidylinositol-5-phosphate 4-kinase type 2 beta"
"566","1553051_s_at","ODF3","113746","outer dense fiber of sperm tails 3"
"567","1553052_at","WFDC13","164237","WAP four-disulfide core domain 13"
"568","1553053_at","CCDC197","256369","coiled-coil domain containing 197"
"569","1553055_a_at","SLFN5","162394","schlafen family member 5"
"570","1553057_at","SERPINB12","89777","serpin family B member 12"
"571","1553058_at","GIPC3","126326","GIPC PDZ domain containing family member 3"
"572","1553059_at","PGLYRP3","114771","peptidoglycan recognition protein 3"
"573","1553060_at","PSKH2","85481","protein serine kinase H2"
"574","1553061_at","OR6W1P","89883","olfactory receptor family 6 subfamily W member 1 pseudogene"
"575","1553062_at","MOGAT1","116255","monoacylglycerol O-acyltransferase 1"
"576","1553063_at","GPR78","27201","G protein-coupled receptor 78"
"577","1553064_at","H1-8","132243","H1.8 linker histone"
"578","1553066_at","TAAR9","134860","trace amine associated receptor 9"
"579","1553067_a_at","GNRHR2","114814","gonadotropin releasing hormone receptor 2 (pseudogene)"
"580","1553069_at","NA","NA","NA"
"581","1553070_a_at","MYOZ3","91977","myozenin 3"
"582","1553071_a_at","MYOZ3","91977","myozenin 3"
"583","1553072_at","BNIPL","149428","BCL2 interacting protein like"
"584","1553074_at","ASB11","140456","ankyrin repeat and SOCS box containing 11"
"585","1553075_a_at","OFCC1","266553","orofacial cleft 1 candidate 1"
"586","1553076_at","OFCC1","266553","orofacial cleft 1 candidate 1"
"587","1553077_at","SDR9C7","121214","short chain dehydrogenase/reductase family 9C member 7"
"588","1553078_at","OR5P3","120066","olfactory receptor family 5 subfamily P member 3"
"589","1553079_at","TRIM40","135644","tripartite motif containing 40"
"590","1553080_at","CSN1S2AP","286828","casein alpha s2 like A, pseudogene"
"591","1553081_at","WFDC12","128488","WAP four-disulfide core domain 12"
"592","1553082_at","CRYGN","155051","crystallin gamma N"
"593","1553083_at","NA","NA","NA"
"594","1553084_at","STARD6","147323","StAR related lipid transfer domain containing 6"
"595","1553086_at","C11orf40","143501","chromosome 11 putative open reading frame 40"
"596","1553087_at","ZBTB7C-AS2","84322","ZBTB7C antisense RNA 2"
"597","1553088_a_at","BCL2L11","10018","BCL2 like 11"
"598","1553089_a_at","WFDC2","10406","WAP four-disulfide core domain 2"
"599","1553093_a_at","DEFB119","245932","defensin beta 119"
"600","1553094_at","TAC4","255061","tachykinin precursor 4"
"601","1553096_s_at","BCL2L11","10018","BCL2 like 11"
"602","1553099_at","TIGD1","200765","tigger transposable element derived 1"
"603","1553101_a_at","ALKBH5","54890","alkB homolog 5, RNA demethylase"
"604","1553102_a_at","CCDC69","26112","coiled-coil domain containing 69"
"605","1553103_at","NFX1","4799","nuclear transcription factor, X-box binding 1"
"606","1553105_s_at","DSG2","1829","desmoglein 2"
"607","1553106_at","C5orf24","134553","chromosome 5 open reading frame 24"
"608","1553107_s_at","C5orf24","134553","chromosome 5 open reading frame 24"
"609","1553108_at","C5orf24","134553","chromosome 5 open reading frame 24"
"610","1553111_a_at","KBTBD6","89890","kelch repeat and BTB domain containing 6"
"611","1553112_s_at","CDK8","1024","cyclin dependent kinase 8"
